Reviews,Price,Installs,Size,Paid,Adults,Everyone,Mature,Teen,Unrated,Android Version,Rating
1324,0,"100,000",4.0000000,0,0,1,0,0,0,4.0,4.2
27439,0,"1,000,000",19000000,0,0,1,0,0,0,5.0,4.5
2490,0,"500,000",3.8000000,0,0,1,0,0,0,2.3,4
126017,0,"5,000,000",4.3000000,0,0,1,0,0,0,4.0,4.5
24094,0,"1,000,000",18000000,0,0,1,0,0,0,4.1,4.6
20547,0,"1,000,000",5.7000000,0,0,1,0,0,0,4.1,4.4
2469,0,"100,000",3.6000000,0,0,1,0,0,0,2.3,4.1
3061,0,"100,000",5.5000000,0,0,1,0,0,0,5.0,4
18539,0,"1,000,000",57000000,0,0,1,0,0,0,4.0,4.1
3405,0,"100,000",51000000,0,0,1,0,0,0,4.4,4.1
270294,0,"5,000,000",58000000,0,0,1,0,0,0,4.1,4.2
217,0,"50,000",9.4000000,0,0,0,0,1,0,4.0,3.5
7895,0,"500,000",3.3000000,0,0,1,0,0,0,4.0,4.3
1324,0,"100,000",4.0000000,0,0,1,0,0,0,4.0,4.2
14394,0,"500,000",9.9000000,0,0,1,0,0,0,4.0,4.5
26540,0,"1,000,000",43000000,0,0,1,0,0,0,4.0,4.4
1812,0,"100,000",37000000,0,0,1,0,0,0,4.4,3.7
4642,0,"100,000",40000000,0,0,1,0,0,0,4.1,4.6
16570,0,"500,000",73000000,0,0,1,0,0,0,4.4,4.7
48226,0,"1,000,000",28000000,0,0,1,0,0,0,4.0,4.6
2894,0,"500,000",23000000,0,0,1,0,0,0,4.0,4
5038,0,"500,000",10000000,0,0,1,0,0,0,4.4,4.4
11506,0,"100,000",15000000,0,0,1,0,0,0,4.1,4.4
31665,0,"1,000,000",8.4000000,0,0,1,0,0,0,4.0,4.8
205299,0,"5,000,000",31000000,0,0,1,0,0,0,4.1,4.6
57634,0,"1,000,000",41000000,0,0,1,0,0,0,4.1,4.4
11689,0,"500,000",20000000,0,0,1,0,0,0,4.4,4.7
77563,0,"10,000,000",39000000,0,0,1,0,0,0,4.2,4.6
70769,0,"5,000,000",35000000,0,0,1,0,0,0,4.0,4.4
417907,0,"10,000,000",34000000,0,0,1,0,0,0,4.4,4.5
3167,0,"100,000",7.5000000,0,0,1,0,0,0,5.0,4.8
162243,0,"10,000,000",12000000,0,0,1,0,0,0,4.0,4.5
65913,0,"5,000,000",7.7000000,0,0,1,0,0,0,4.0,4.1
24977,0,"1,000,000",21000000,0,0,1,0,0,0,4.0,4.1
6000,0,"1,000,000",18000000,0,0,1,0,0,0,4.1,4
37711,0,"1,000,000",40000000,0,0,1,0,0,0,4.4,4.3
2758,0,"500,000",8.6000000,0,0,1,0,0,0,4.0,3.7
7573,0,"1,000,000",18000000,0,0,1,0,0,0,4.2,4.2
8481,0,"1,000,000",7.5000000,0,0,1,0,0,0,5.0,4.5
10054,0,"1,000,000",9.1000000,0,0,1,0,0,0,4.0,4.3
10117,0,"1,000,000",13000000,0,0,1,0,0,0,4.0,3.9
3522,0,"100,000",15000000,0,0,1,0,0,0,4.0,4.3
36857,0,"1,000,000",19000000,0,0,1,0,0,0,5.0,4.6
23013,0,"5,000,000",26000000,0,0,1,0,0,0,4.1,4.4
114,0,"10,000",8.3000000,0,0,0,0,1,0,4.1,4.7
287,0,"100,000",27000000,0,0,1,0,0,0,4.4,3.4
4435,0,"500,000",7.9000000,0,0,1,0,0,0,4.0,4.3
4281,0,"100,000",27000000,0,0,1,0,0,0,4.0,4
7508,0,"1,000,000",5.1000000,0,0,1,0,0,0,5.0,4
491,0,"100,000",15000000,0,0,1,0,0,0,4.0,3.8
22584,0,"1,000,000",16000000,0,0,1,0,0,0,4.4,4.3
4087,0,"500,000",9.2000000,0,0,1,0,0,0,4.1,3.6
2669,0,"500,000",10000000,0,0,0,0,1,0,4.1,4.6
7619,0,"100,000",13000000,0,0,1,0,0,0,4.0,4.5
126,0,"10,000",1.9000000,0,0,1,0,0,0,4.0,4.7
273,0,"50,000",7.0000000,0,0,1,0,0,0,4.0,4.3
2248,0,"100,000",15000000,0,0,1,0,0,0,4.0,3.7
809,0,"100,000",7.8000000,0,0,1,0,0,0,4.0,4.2
3280,0,"1,000,000",77000000,0,0,1,0,0,0,4.0,3.4
1478,0,"100,000",5.7000000,0,0,1,0,0,0,3.0,3.9
2382,0,"500,000",5.9000000,0,0,1,0,0,0,3.0,4
4450,0,"1,000,000",7.6000000,0,0,1,0,0,0,3.0,4
515,0,"50,000",5.8000000,0,0,1,0,0,0,3.0,4
4465,0,"1,000,000",5.8000000,0,0,1,0,0,0,3.0,4
2427,0,"500,000",5.3000000,0,0,1,0,0,0,3.0,4.1
6631,0,"1,000,000",5.5000000,0,0,1,0,0,0,3.0,3.9
11200,0,"1,000,000",25000000,0,0,1,0,0,0,5.0,4.4
6896,0,"500,000",35000000,0,0,1,0,0,0,4.1,4.4
4435,0,"500,000",7.9000000,0,0,1,0,0,0,4.0,4.3
36857,0,"1,000,000",19000000,0,0,1,0,0,0,5.0,4.6
8481,0,"1,000,000",7.5000000,0,0,1,0,0,0,5.0,4.5
162243,0,"10,000,000",12000000,0,0,1,0,0,0,4.0,4.5
417907,0,"10,000,000",34000000,0,0,1,0,0,0,4.4,4.5
3834,0,"500,000",30000000,0,0,1,0,0,0,4.2,4.3
22584,0,"1,000,000",16000000,0,0,1,0,0,0,4.4,4.3
81,0,"50,000",16000000,0,0,1,0,0,0,4.4,4.1
58,0,"10,000",15000000,0,0,1,0,0,0,4.0,4.4
923,0,"100,000",4.3000000,0,0,1,0,0,0,2.3,4.1
67007,0,"5,000,000",232000,0,0,1,0,0,0,2.2,3.8
539,0,"50,000",99000000,0,0,1,0,0,0,4.0,4.6
126862,0,"10,000,000",624000,0,0,1,0,0,0,2.2,3.5
48,0,"1,000",6.9000000,0,0,1,0,0,0,4.0,4.7
1465,0,"100,000",7.0000000,0,0,1,0,0,0,4.0,4.3
929,0,"50,000",7.0000000,0,0,1,0,0,0,4.0,4.5
783,0,"100,000",6.4000000,0,0,1,0,0,0,2.2,4.4
434,0,"100,000",16000000,0,0,1,0,0,0,2.3,4.3
411,0,"50,000",95000000,0,0,1,0,0,0,4.0,4.3
237,0,"50,000",8.5000,0,0,1,0,0,0,7.1,4.6
2580,0,"100,000",20000000,0,0,1,0,0,0,2.3,4.6
130272,0,"10,000,000",50000000,0,0,1,0,0,0,4.1,4.2
130,0,"10,000",12000000,0,0,1,0,0,0,4.0,4.6
7396,0,"500,000",22000000,0,0,1,0,0,0,4.0,4.4
58055,0,"5,000,000",41000,0,0,1,0,0,0,1.5,3.9
1703,0,"100,000",22000000,0,0,1,0,0,0,4.0,4.5
7750,0,"1,000,000",292000,0,0,1,0,0,0,1.6,3.8
6,0,"10,000",5.5000000,0,0,1,0,0,0,4.2,4.3
26,0,"1,000",2.5000000,0,0,1,0,0,0,1.6,5
1919,0,"500,000",8.1000000,0,0,1,0,0,0,4.1,3.2
60170,0,"1,000,000",28000000,0,0,1,0,0,0,5.0,4.5
831,0,"100,000",24000000,0,0,1,0,0,0,2.3,4.7
8671,0,"1,000,000",3.1000000,0,0,1,0,0,0,4.0,4
20145,0,"1,000,000",11000,0,0,1,0,0,0,1.5,4.1
912,0,"500,000",13000000,0,0,1,0,0,0,2.3,3.8
2639,0,"500,000",19000000,0,0,1,0,0,0,2.3,4.7
399,0,"100,000",9.5000000,0,0,1,0,0,0,4.0,4.5
3945,0,"500,000",9.4000000,0,0,1,0,0,0,3.2,4.2
3781,0,"1,000,000",36000000,0,0,1,0,0,0,4.0,4.1
1267,0,"100,000",55000000,0,0,1,0,0,0,4.4,3.1
18968,0,"5,000,000",32000000,0,0,0,0,1,0,4.1,4.1
47497,0,"10,000,000",34000000,0,0,1,0,0,0,5.0,4.1
601,0,"100,000",5.1000000,0,0,1,0,0,0,2.3,4.3
140995,0,"10,000,000",100000000,0,0,1,0,0,0,4.0,4
51357,0,"5,000,000",80000000,0,0,1,0,0,0,4.0,4.6
13565,0,"1,000,000",3.3000000,0,0,1,0,0,0,4.0,4.4
39364,0,"5,000,000",28000000,0,0,1,0,0,0,4.0,4.4
7287,0,"1,000,000",5.0000000,0,0,1,0,0,0,2.3,4.3
161143,0,"10,000,000",11000000,0,0,1,0,0,0,4.0,4.6
16168,0,"1,000,000",55000000,0,0,1,0,0,0,4.0,3.2
100,0,"1,000,000",7.1000000,0,0,1,0,0,0,7.0,4.5
116079,0,"5,000,000",3.2000000,0,0,1,0,0,0,2.3,4.6
815893,0,"10,000,000",4.4000000,0,0,1,0,0,0,4.1,4.6
985,0,"500,000",16000000,0,0,1,0,0,0,7.0,4.3
4260,0,"5,000,000",6.3000000,0,0,1,0,0,0,2.3,3
726074,0,"10,000,000",45000000,0,0,1,0,0,0,4.4,4.4
3829,0,"1,000,000",23000000,0,0,1,0,0,0,4.1,4.4
33572,0,"1,000,000",37000000,0,0,1,0,0,0,4.4,4.3
6145,0,"10,000,000",13000000,0,0,1,0,0,0,5.0,3.5
34327,0,"5,000,000",8.1000000,0,0,1,0,0,0,4.0,4.3
7457,0,"1,000,000",13000000,0,0,0,0,1,0,4.1,4.5
41941,0,"10,000,000",14000000,0,0,1,0,0,0,4.4,3.7
82145,0,"50,000,000",30000000,0,0,1,0,0,0,4.4,4.5
10944,0,"1,000,000",36000000,0,0,1,0,0,0,4.1,4.2
665,0,"500,000",3.0000000,0,0,1,0,0,0,2.3,4.3
2167,0,"500,000",1.4000000,0,0,1,0,0,0,2.3,4.6
53652,0,"1,000,000",39000000,0,0,1,0,0,0,5.0,4.5
18961,0,"5,000,000",1.8000000,0,0,1,0,0,0,2.3,3.9
9412,0,"1,000,000",1.7000000,0,0,1,0,0,0,4.0,4.3
9663,0,"1,000,000",19000000,0,0,1,0,0,0,4.4,3.3
2225,0,"100,000",15000000,0,0,1,0,0,0,4.0,4.7
23164,0,"1,000,000",10.0000000,0,0,0,1,0,0,5.0,4.2
3031,0,"1,000,000",2.7000000,0,0,1,0,0,0,4.0,3.2
95557,0,"10,000,000",16000000,0,0,1,0,0,0,4.0,4.4
7869,0,"1,000,000",21000000,0,0,1,0,0,0,4.4,3.5
4212,0,"1,000,000",20000000,0,0,1,0,0,0,2.3,3.7
17368,0,"10,000,000",14000000,0,0,1,0,0,0,4.0,3.8
6554,0,"500,000",76000000,0,0,0,0,1,0,4.1,3.8
33264,0,"10,000,000",18000000,0,0,1,0,0,0,4.0,3.7
34782,0,"1,000,000",12000000,0,0,1,0,0,0,4.3,4.6
6676,0,"1,000,000",6.2000000,0,0,1,0,0,0,4.2,4
1797,0,"100,000",6.8000000,0,0,1,0,0,0,4.3,3.8
20304,0,"500,000",24000000,0,0,1,0,0,0,4.0,4.7
7376,0,"1,000,000",19000000,0,0,1,0,0,0,4.1,3.9
69177,0,"1,000,000",15000000,0,0,0,0,1,0,4.4,4.6
3448,0,"100,000",13000000,0,0,1,0,0,0,4.0,4.2
3788,0,"1,000,000",44000000,0,0,1,0,0,0,5.0,4.2
1658,0,"100,000",9.7000000,0,0,1,0,0,0,4.4,4.6
20304,0,"500,000",24000000,0,0,1,0,0,0,4.0,4.7
3309,0,"500,000",13000000,0,0,1,0,0,0,4.0,4.1
987,0,"10,000",4.5000000,0,0,1,0,0,0,4.0,3.9
5208,0,"100,000",4.5000000,0,0,0,0,1,0,4.0,4
78298,0,"5,000,000",29000000,0,0,1,0,0,0,4.1,4.1
34802,0,"1,000,000",12000000,0,0,1,0,0,0,4.3,4.6
6808,0,"500,000",12000000,0,0,0,0,1,0,4.1,4.1
360,0,"10,000",4.6000000,0,0,1,0,0,0,2.2,4.1
16637,0,"1,000,000",10000000,0,0,1,0,0,0,2.3,4.4
1797,0,"100,000",6.8000000,0,0,1,0,0,0,4.3,3.8
95904,0,"10,000,000",33000000,0,0,1,0,0,0,4.1,4.3
6808,0,"500,000",12000000,0,0,0,0,1,0,4.1,4.1
360,0,"10,000",4.6000000,0,0,1,0,0,0,2.2,4.1
16637,0,"1,000,000",10000000,0,0,1,0,0,0,2.3,4.4
1797,0,"100,000",6.8000000,0,0,1,0,0,0,4.3,3.8
95905,0,"10,000,000",33000000,0,0,1,0,0,0,4.1,4.3
3114,0,"100,000",13000000,0,0,1,0,0,0,4.0,4.4
220,0,"50,000",15000000,0,0,1,0,0,0,5.0,4.2
33,0,"5,000",23000000,0,0,1,0,0,0,4.2,4.4
1533,0,"100,000",7.7000000,0,0,1,0,0,0,2.2,4.3
3937,0,"100,000",15000000,0,0,1,0,0,0,4.4,4
894,0,"50,000",25000000,0,0,1,0,0,0,4.0,4.2
2042,0,"100,000",3.0000000,0,0,1,0,0,0,4.0,3.9
13213,0,"1,000,000",22000000,0,0,1,0,0,0,4.0,4.4
10097,0,"500,000",7.5000000,0,0,1,0,0,0,4.0,4.5
28588,0,"1,000,000",24000000,0,0,1,0,0,0,4.0,4.8
10544,0,"1,000,000",44000000,0,0,1,0,0,0,4.1,4.5
3346,0,"100,000",14000000,0,0,0,0,1,0,4.0,4.5
4447388,0,"100,000,000",67000000,0,0,1,0,0,0,4.1,4.5
27722264,0,"1,000,000,000",76000000,0,0,1,0,0,0,4.1,4.5
22426677,0,"500,000,000",74000000,0,0,1,0,0,0,4.1,4.4
254258,0,"10,000,000",23000000,0,0,1,0,0,0,4.1,4.7
148897,0,"10,000,000",46000000,0,0,1,0,0,0,4.0,4.5
369203,0,"50,000,000",24000000,0,0,1,0,0,0,4.1,4.2
23133508,0,"100,000,000",97000000,0,0,1,0,0,0,4.1,4.6
8118609,0,"500,000,000",62000000,0,0,1,0,0,0,4.0,4.3
10485308,0,"500,000,000",24000000,0,0,1,0,0,0,4.0,4.3
1497361,0,"100,000,000",33000000,0,0,1,0,0,0,4.1,4.2
59800,0,"5,000,000",7.8000000,0,0,1,0,0,0,2.3,4.6
2610526,0,"100,000,000",46000000,0,0,1,0,0,0,4.1,4.4
4066989,0,"100,000,000",69000000,0,0,1,0,0,0,4.1,4.4
3778921,0,"100,000,000",75000000,0,0,1,0,0,0,4.1,4.5
6198563,0,"100,000,000",67000000,0,0,1,0,0,0,4.1,4.4
10306,0,"1,000,000",50000000,0,0,0,1,0,0,2.3,4.3
44891723,0,"100,000,000",98000000,0,0,1,0,0,0,4.1,4.6
17039,0,"5,000,000",4.9000000,0,0,1,0,0,0,2.3,4.2
685981,0,"100,000,000",37000000,0,0,1,0,0,0,4.1,4.2
10393,0,"1,000,000",18000000,0,0,1,0,0,0,4.0,4.5
14198297,0,"100,000,000",52000000,0,0,1,0,0,0,4.0,4.5
1732263,0,"50,000,000",78000000,0,0,1,0,0,0,3.0,4.7
295241,0,"10,000,000",3.9000000,0,0,1,0,0,0,3.0,4.7
1135631,0,"50,000,000",59000000,0,0,0,0,1,0,4.0,4.5
5566669,0,"100,000,000",97000000,0,0,1,0,0,0,4.1,4.4
1295557,0,"100,000,000",11000000,0,0,1,0,0,0,4.1,4.3
270687,0,"10,000,000",38000000,0,0,0,0,1,0,4.0,3.8
68057,0,"10,000,000",85000000,0,0,1,0,0,0,4.1,4.1
1300490,0,"50,000,000",78000000,0,0,1,0,0,0,4.0,4.3
8923587,0,"100,000,000",63000000,0,0,1,0,0,0,4.2,4.4
42053,0,"10,000,000",24000000,0,0,1,0,0,0,4.0,4.3
257724,0,"10,000,000",69000000,0,0,1,0,0,0,4.0,4.4
990491,0,"10,000,000",75000000,0,0,1,0,0,0,4.1,4.7
7614130,0,"100,000,000",70000000,0,0,1,0,0,0,2.3,4.4
760628,0,"10,000,000",63000000,0,0,1,0,0,0,4.0,4.6
9881829,0,"100,000,000",99000000,0,0,1,0,0,0,4.1,4.5
2123381,0,"100,000,000",49000000,0,0,1,0,0,0,4.1,4.4
27723193,0,"1,000,000,000",76000000,0,0,1,0,0,0,4.1,4.5
4447346,0,"100,000,000",67000000,0,0,1,0,0,0,4.1,4.5
10485334,0,"500,000,000",24000000,0,0,1,0,0,0,4.0,4.3
14198602,0,"100,000,000",52000000,0,0,1,0,0,0,4.0,4.5
44891723,0,"100,000,000",98000000,0,0,1,0,0,0,4.1,4.6
22428456,0,"500,000,000",74000000,0,0,1,0,0,0,4.1,4.4
4066980,0,"100,000,000",69000000,0,0,1,0,0,0,4.1,4.4
3197865,0,"100,000,000",82000000,0,0,1,0,0,0,4.0,4.5
5418675,0,"100,000,000",96000000,0,0,1,0,0,0,4.4,4.6
9881908,0,"100,000,000",99000000,0,0,1,0,0,0,4.1,4.5
148895,0,"10,000,000",46000000,0,0,1,0,0,0,4.0,4.5
183846,0,"10,000,000",99000000,0,0,1,0,0,0,4.4,4.5
230710,0,"10,000,000",87000000,0,0,1,0,0,0,4.1,4.8
295305,0,"10,000,000",3.9000000,0,0,1,0,0,0,3.0,4.7
6198880,0,"100,000,000",67000000,0,0,1,0,0,0,4.1,4.4
5465624,0,"100,000,000",53000000,0,0,0,0,1,0,4.0,4.5
59854,0,"5,000,000",7.8000000,0,0,1,0,0,0,2.3,4.6
23134775,0,"100,000,000",97000000,0,0,1,0,0,0,4.1,4.6
1137271,0,"50,000,000",59000000,0,0,0,0,1,0,4.0,4.5
2610622,0,"100,000,000",46000000,0,0,1,0,0,0,4.1,4.4
990586,0,"10,000,000",75000000,0,0,1,0,0,0,4.1,4.7
10354,0,"1,000,000",50000000,0,0,0,1,0,0,2.3,4.3
8118937,0,"500,000,000",62000000,0,0,1,0,0,0,4.0,4.3
18985,0,"5,000,000",23000000,0,0,1,0,0,0,4.0,4.3
655067,0,"10,000,000",72000000,0,0,0,0,1,0,4.0,4.5
7614271,0,"100,000,000",70000000,0,0,1,0,0,0,2.3,4.4
10434,0,"1,000,000",18000000,0,0,1,0,0,0,4.0,4.5
1385093,0,"100,000,000",35000000,0,0,1,0,0,0,4.1,4.5
2698348,0,"100,000,000",78000000,0,0,1,0,0,0,4.1,4.6
1125017,0,"10,000,000",25000000,0,0,1,0,0,0,4.3,4.7
9882639,0,"100,000,000",74000000,0,0,1,0,0,0,4.4,4.6
5566805,0,"100,000,000",97000000,0,0,1,0,0,0,4.1,4.4
74673,0,"10,000,000",17000000,0,0,1,0,0,0,4.0,4.4
5387639,0,"100,000,000",53000000,0,0,1,0,0,0,4.1,4.5
1295606,0,"100,000,000",11000000,0,0,1,0,0,0,4.1,4.3
461137,0,"10,000,000",60000000,0,0,1,0,0,0,4.0,4.5
946926,0,"50,000,000",57000000,0,0,1,0,0,0,4.0,4.5
9305,0,"1,000,000",14000000,0,0,1,0,0,0,4.0,4.4
4448791,0,"100,000,000",67000000,0,0,1,0,0,0,4.1,4.5
1498648,0,"100,000,000",33000000,0,0,1,0,0,0,4.1,4.2
27724094,0,"1,000,000,000",76000000,0,0,1,0,0,0,4.1,4.5
22428456,0,"500,000,000",74000000,0,0,1,0,0,0,4.1,4.4
360630,0,"50,000,000",40000000,0,0,1,0,0,0,4.1,4.2
1137267,0,"50,000,000",59000000,0,0,0,0,1,0,4.0,4.5
14200344,0,"100,000,000",52000000,0,0,1,0,0,0,4.0,4.5
6074334,0,"100,000,000",100000000,0,0,0,0,1,0,4.1,4.5
8118937,0,"500,000,000",62000000,0,0,1,0,0,0,4.0,4.3
10424925,0,"100,000,000",85000000,0,0,1,0,0,0,4.4,4.1
230727,0,"10,000,000",87000000,0,0,1,0,0,0,4.1,4.8
37023,0,"10,000,000",33000000,0,0,1,0,0,0,5.0,4.4
422244,0,"50,000,000",32000000,0,0,0,0,1,0,4.1,4.2
98123,0,"10,000,000",40000000,0,0,0,0,1,0,4.1,4.4
21262,0,"1,000,000",29000000,0,0,1,0,0,0,4.4,4.7
118253,0,"10,000,000",40000000,0,0,0,0,1,0,4.1,4.3
141529,0,"5,000,000",24000000,0,0,1,0,0,0,4.1,4.7
70226,0,"5,000,000",38000000,0,0,1,0,0,0,4.1,4.2
2251012,0,"100,000,000",52000000,0,0,1,0,0,0,4.0,4.3
15763,0,"1,000,000",54000000,0,0,1,0,0,0,4.1,4.1
84911,0,"10,000,000",71000000,0,0,1,0,0,0,4.1,4.1
46416,0,"10,000,000",73000000,0,0,1,0,0,0,4.1,4.2
946926,0,"50,000,000",57000000,0,0,1,0,0,0,4.0,4.5
7196,0,"500,000",38000000,0,0,1,0,0,0,4.3,4.7
48256,0,"1,000,000",62000000,0,0,1,0,0,0,4.1,4.6
6427773,0,"100,000,000",95000000,0,0,1,0,0,0,4.1,4.5
25825,0,"5,000,000",16000000,0,0,1,0,0,0,4.4,3.1
55380,0,"5,000,000",39000000,0,0,1,0,0,0,5.0,4.1
148177,0,"10,000,000",78000000,0,0,1,0,0,0,4.1,3.4
3715656,0,"50,000,000",36000000,0,0,0,0,1,0,4.3,4.4
101686,0,"10,000,000",31000000,0,0,1,0,0,0,4.1,4.6
174755,0,"10,000,000",98000000,0,0,1,0,0,0,5.0,4.3
4578476,0,"50,000,000",24000000,0,0,1,0,0,0,4.1,4.6
145353,0,"10,000,000",85000000,0,0,0,0,1,0,4.1,4.2
1499373,0,"100,000,000",33000000,0,0,1,0,0,0,4.1,4.2
531458,0,"5,000,000",100000000,0,0,1,0,0,0,4.0,4.5
3714270,0,"50,000,000",36000000,0,0,0,0,1,0,4.3,4.4
195558,0,"10,000,000",86000000,0,0,1,0,0,0,5.0,4.2
29940,0,"1,000,000",80000000,0,0,1,0,0,0,4.1,4.5
230727,0,"10,000,000",87000000,0,0,1,0,0,0,4.1,4.8
41975,0,"1,000,000",79000000,0,0,1,0,0,0,5.0,4.4
216675,0,"10,000,000",30000000,0,0,1,0,0,0,4.1,4.6
2311785,0,"10,000,000",87000000,0,0,0,0,1,0,4.1,4.5
165888,0,"5,000,000",91000000,0,0,0,0,1,0,4.4,4.3
541144,0,"10,000,000",63000000,0,0,0,0,1,0,5.0,4.6
189773,0,"5,000,000",95000000,0,0,0,0,1,0,4.1,4.5
337752,0,"5,000,000",48000000,0,0,0,0,1,0,6.0,4.6
42079,0,"5,000,000",93000000,0,0,1,0,0,0,4.1,4.1
240416,0,"5,000,000",53000000,0,0,1,0,0,0,4.0,4.5
32506,0,"1,000,000",82000000,0,0,1,0,0,0,4.2,4.6
70747,0,"5,000,000",99000000,0,0,0,0,1,0,4.4,4.4
358817,0,"10,000,000",49000000,0,0,1,0,0,0,4.1,4.7
15403,0,"1,000,000",25000000,0,0,1,0,0,0,4.1,4.6
214777,0,"5,000,000",91000000,0,0,1,0,0,0,4.1,4.5
100609,0,"1,000,000",52000000,0,0,0,0,1,0,6.0,4.6
1343866,0,"10,000,000",56000000,0,0,0,0,1,0,4.0,4.2
168717,0,"10,000,000",56000000,0,0,0,1,0,0,2.3,4.5
549720,0,"10,000,000",85000000,0,0,1,0,0,0,4.4,4.8
18996,0,"1,000,000",81000000,0,0,0,0,1,0,4.1,4.1
25094,0,"1,000,000",82000000,0,0,0,0,1,0,4.3,4.3
93033,0,"5,000,000",98000000,0,0,0,0,1,0,4.0,4.4
120592,0,"10,000,000",77000000,0,0,1,0,0,0,4.0,4
187972,0,"5,000,000",99000000,0,0,0,0,1,0,4.4,4.2
2055,0,"100,000",96000000,0,0,0,0,1,0,4.0,4.2
73539,0,"1,000,000",96000000,0,0,0,1,0,0,4.3,4.5
59017,0,"1,000,000",82000000,0,0,0,0,1,0,4.3,4.7
5829,0,"100,000",70000000,0,0,0,0,1,0,4.4,4.2
18621,2.99,"100,000",63000000,1,0,1,0,0,0,4.4,4.4
19922,1.99,"100,000",35000000,1,0,1,0,0,0,5.0,4.6
21119,4.99,"100,000",48000000,1,0,1,0,0,0,4.4,4.9
7412,4.99,"100,000",84000000,1,0,0,0,1,0,2.3,4.4
18125,4.99,"100,000",15000000,1,0,1,0,0,0,4.4,4.5
10795,5.99,"100,000",69000000,1,0,1,0,0,0,4.0,4.6
13004,6.99,"100,000",46000000,1,0,0,0,1,0,2.3,4.2
38207,9.99,"100,000",15000000,1,0,0,0,1,0,4.1,4.5
9394,4.99,"100,000",33000000,1,0,1,0,0,0,4.4,4.6
337913,0,"5,000,000",48000000,0,0,0,0,1,0,6.0,4.6
4449882,0,"100,000,000",67000000,0,0,1,0,0,0,4.1,4.5
22429716,0,"500,000,000",74000000,0,0,1,0,0,0,4.1,4.4
3883589,0,"100,000,000",57000000,0,0,1,0,0,0,4.1,4.6
14200550,0,"100,000,000",52000000,0,0,1,0,0,0,4.0,4.5
2719142,0,"10,000,000",25000000,0,0,0,0,1,0,4.1,4.6
3716278,0,"50,000,000",36000000,0,0,0,0,1,0,4.3,4.4
931595,0,"10,000,000",31000000,0,0,0,0,1,0,4.0,4.3
165928,0,"5,000,000",91000000,0,0,0,0,1,0,4.4,4.3
2468063,0,"50,000,000",92000000,0,0,0,0,1,0,4.0,4.3
309176,0,"5,000,000",70000000,0,0,1,0,0,0,4.4,4.3
807338,0,"10,000,000",93000000,0,0,0,0,1,0,4.0,4.6
446434,0,"10,000,000",52000000,0,0,1,0,0,0,4.0,4.5
214819,0,"5,000,000",91000000,0,0,1,0,0,0,4.1,4.5
522466,0,"10,000,000",37000000,0,0,0,1,0,0,4.0,4.2
584126,0,"10,000,000",64000000,0,0,1,0,0,0,4.1,4.7
32551,0,"500,000",35000000,0,0,0,1,0,0,4.4,4.3
212524,0,"5,000,000",93000000,0,0,1,0,0,0,4.0,4.4
2045554,0,"50,000,000",28000000,0,0,0,0,1,0,4.0,4.3
745684,0,"5,000,000",83000000,0,0,0,0,1,0,4.0,4.6
416540,0,"10,000,000",99000000,0,0,1,0,0,0,2.3,4.7
16601,0,"500,000",55000000,0,0,0,0,1,0,4.0,4.4
59017,0,"1,000,000",82000000,0,0,0,0,1,0,4.3,4.7
3057481,0,"50,000,000",14000000,0,0,0,0,1,0,2.3,4.4
224514,0,"5,000,000",81000000,0,0,0,0,1,0,4.0,4.3
22430188,0,"500,000,000",74000000,0,0,1,0,0,0,4.1,4.4
4449910,0,"100,000,000",67000000,0,0,1,0,0,0,4.1,4.5
14201891,0,"100,000,000",52000000,0,0,1,0,0,0,4.0,4.5
27725352,0,"1,000,000,000",76000000,0,0,1,0,0,0,4.1,4.5
6199095,0,"100,000,000",67000000,0,0,1,0,0,0,4.1,4.4
10493,0,"1,000,000",50000000,0,0,0,1,0,0,2.3,4.3
148945,0,"10,000,000",46000000,0,0,1,0,0,0,4.0,4.5
23136735,0,"100,000,000",97000000,0,0,1,0,0,0,4.1,4.6
44893888,0,"100,000,000",98000000,0,0,1,0,0,0,4.1,4.6
7614415,0,"100,000,000",70000000,0,0,1,0,0,0,2.3,4.4
4067651,0,"100,000,000",69000000,0,0,1,0,0,0,4.1,4.4
295576,0,"10,000,000",3.9000000,0,0,1,0,0,0,3.0,4.7
59907,0,"5,000,000",7.8000000,0,0,1,0,0,0,2.3,4.6
10460,0,"1,000,000",18000000,0,0,1,0,0,0,4.0,4.5
10486018,0,"500,000,000",24000000,0,0,1,0,0,0,4.0,4.3
8119151,0,"500,000,000",62000000,0,0,1,0,0,0,4.0,4.3
1295625,0,"100,000,000",11000000,0,0,1,0,0,0,4.1,4.3
230849,0,"10,000,000",87000000,0,0,1,0,0,0,4.1,4.8
9883367,0,"100,000,000",99000000,0,0,1,0,0,0,4.1,4.5
3198176,0,"100,000,000",82000000,0,0,1,0,0,0,4.0,4.5
10055521,0,"100,000,000",94000000,0,0,1,0,0,0,4.0,4.5
5419676,0,"100,000,000",96000000,0,0,1,0,0,0,4.4,4.6
990723,0,"10,000,000",75000000,0,0,1,0,0,0,4.1,4.7
21892,0,"1,000,000",14000000,0,0,1,0,0,0,4.0,4.5
1138239,0,"50,000,000",59000000,0,0,0,0,1,0,4.0,4.5
9883806,0,"100,000,000",74000000,0,0,1,0,0,0,4.4,4.6
197540,0,"10,000,000",29000000,0,0,1,0,0,0,4.1,4.5
