year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2017,10,DL,Delta Air Lines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",55,6,4.3,0,1.7,0,0,0,0,200,141,0,59,0,0
2017,10,DL,Delta Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",148,12,9.27,0.29,1.29,0,1.15,0,1,379,278,19,33,0,49
2017,10,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",346,38,17.97,0.98,10.96,0,8.09,0,0,1350,690,39,245,0,376
2017,10,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",544,42,15.01,1.74,22.1,0,3.15,0,1,1828,885,69,700,0,174
2017,10,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",365,42,25.09,1.19,4.3,0,11.42,0,0,2740,1365,54,204,0,1117
2017,10,DL,Delta Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",312,32,19.3,3.03,2.57,0,7.09,0,0,1593,1018,164,72,0,339
2017,10,DL,Delta Air Lines Inc.,SBN,"South Bend, IN: South Bend International",9,1,0.94,0,0.06,0,0,0,0,17,16,0,1,0,0
2017,10,DL,Delta Air Lines Inc.,SDF,"Louisville, KY: Louisville International-Standiford Field",252,25,15.13,1.09,1.92,0,6.87,0,0,1231,855,25,53,0,298
2017,10,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1880,185,53.9,5.74,75.02,0,50.35,0,1,10509,4043,374,2532,0,3560
2017,10,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1140,274,32.18,3.16,206.42,0.95,31.28,0,0,26320,2337,86,20980,37,2880
2017,10,DL,Delta Air Lines Inc.,SGF,"Springfield, MO: Springfield-Branson National",30,1,0.26,0,0,0,0.74,0,0,31,8,0,0,0,23
2017,10,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",322,30,14.01,1.72,9.42,0,4.85,0,0,1707,566,525,262,0,354
2017,10,DL,Delta Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",186,45,20.91,2.44,20.51,0,1.14,0,0,8314,6130,83,2038,0,63
2017,10,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3720,242,96.8,5.83,51.94,0,87.43,0,3,17710,9621,273,1634,0,6182
2017,10,DL,Delta Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",264,28,13.21,3.25,4.83,0,6.71,0,2,792,356,92,131,0,213
2017,10,DL,Delta Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",337,27,7.97,1.18,11.94,0,5.91,0,0,829,286,40,315,0,188
2017,10,DL,Delta Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",152,10,5.22,1.08,1.54,0,2.16,0,0,512,310,29,62,0,111
2017,10,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",489,41,18.96,0.84,15.27,0,5.94,0,0,1753,1075,24,421,0,233
2017,10,DL,Delta Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",31,7,2.23,0.41,3.23,0,1.13,0,0,303,136,11,97,0,59
2017,10,DL,Delta Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",151,8,4.61,0.59,1,0,1.8,0,0,287,160,30,23,0,74
2017,10,DL,Delta Air Lines Inc.,TLH,"Tallahassee, FL: Tallahassee International",170,19,13.69,0.08,2.34,0,2.89,0,0,753,609,2,68,0,74
2017,10,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",849,102,39.66,3.41,25.6,0,33.34,0,1,5893,1974,97,952,0,2870
2017,10,DL,Delta Air Lines Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",30,3,2.27,0,0,0,0.73,0,0,155,144,0,0,0,11
2017,10,DL,Delta Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",75,6,4.96,0.56,0.48,0,0,0,0,510,371,73,66,0,0
2017,10,DL,Delta Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",58,6,4,0.49,1,0,0.51,0,0,365,313,18,15,0,19
2017,10,DL,Delta Air Lines Inc.,TVC,"Traverse City, MI: Cherry Capital",28,1,1,0,0,0,0,0,0,39,39,0,0,0,0
2017,10,DL,Delta Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson",145,14,6.07,2.4,2.4,0,3.13,0,0,635,303,61,106,0,165
2017,10,DL,Delta Air Lines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",168,20,5.13,2.87,1.49,0,10.51,0,0,812,215,100,53,0,444
2017,10,DL,Delta Air Lines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,EV,ExpressJet Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",58,12,6.13,0,3.17,0,2.7,0,0,711,388,0,71,0,252
2017,10,EV,ExpressJet Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",15,2,1,0,0,0,1,0,0,89,23,0,0,0,66
2017,10,EV,ExpressJet Airlines Inc.,AEX,"Alexandria, LA: Alexandria International",81,6,1.45,0,2.24,0,2.31,0,0,280,56,0,94,0,130
2017,10,EV,ExpressJet Airlines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",21,7,3.65,0,0.09,0,3.26,1,0,491,191,0,3,0,297
2017,10,EV,ExpressJet Airlines Inc.,ALB,"Albany, NY: Albany International",,,,,,,,,,,,,,,
2017,10,EV,ExpressJet Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",88,9,1.44,1,2.39,0,4.17,0,0,587,82,76,91,0,338
2017,10,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1558,273,78.23,0,37.97,0,156.8,4,0,30055,16037,0,1679,0,12339
2017,10,EV,ExpressJet Airlines Inc.,ATW,"Appleton, WI: Appleton International",21,4,0.6,0,0,0,3.4,0,0,384,22,0,0,0,362
2017,10,EV,ExpressJet Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",5,1,0.89,0,0,0,0.11,0,0,19,17,0,0,0,2
2017,10,EV,ExpressJet Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",58,18,8.26,0,5.01,0,4.72,2,0,1796,1346,0,151,0,299
2017,10,EV,ExpressJet Airlines Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",14,3,1.61,0,1.39,0,0,1,0,218,135,0,83,0,0
2017,10,EV,ExpressJet Airlines Inc.,BDL,"Hartford, CT: Bradley International",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,EV,ExpressJet Airlines Inc.,BGR,"Bangor, ME: Bangor International",30,7,1,0,0.13,0,5.87,2,0,272,68,0,4,0,200
2017,10,EV,ExpressJet Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",254,31,10.64,1.24,6.83,0,12.29,3,0,4443,3191,64,260,0,928
2017,10,EV,ExpressJet Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Illinois Regional",79,19,12.75,0,0.03,0,6.21,0,0,1394,1034,0,6,0,354
2017,10,EV,ExpressJet Airlines Inc.,BNA,"Nashville, TN: Nashville International",153,33,11.29,1,7.56,0,13.15,2,0,2425,691,155,286,0,1293
2017,10,EV,ExpressJet Airlines Inc.,BOS,"Boston, MA: Logan International",209,46,8.75,0,20.42,0,16.83,2,0,3256,892,0,1322,0,1042
2017,10,EV,ExpressJet Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",105,11,3.51,1.37,2.86,0,3.26,0,0,596,157,121,64,0,254
2017,10,EV,ExpressJet Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",437,72,31.61,1,11.54,0,27.84,1,0,5025,2539,63,378,0,2045
2017,10,EV,ExpressJet Airlines Inc.,BTV,"Burlington, VT: Burlington International",147,15,6.76,0,4.06,0,4.18,8,2,782,396,0,107,0,279
2017,10,EV,ExpressJet Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",60,6,2.51,0.35,1.31,0,1.82,1,0,383,128,29,39,0,187
2017,10,EV,ExpressJet Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",86,14,2.37,0,1.63,0,10,7,0,695,130,0,180,0,385
2017,10,EV,ExpressJet Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",163,33,15.7,0.3,6.31,0,10.69,1,0,2190,1078,12,304,0,796
2017,10,EV,ExpressJet Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",93,21,5.71,0,5.67,0,9.63,1,0,1490,506,0,214,0,770
2017,10,EV,ExpressJet Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",109,26,9.39,0,3.14,0,13.47,2,0,2153,649,0,158,0,1346
2017,10,EV,ExpressJet Airlines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",27,14,6.6,0,1.84,0,5.56,1,0,897,420,0,47,0,430
2017,10,EV,ExpressJet Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",155,36,9.31,0,5.11,0,21.58,6,0,3414,1639,0,135,0,1640
2017,10,EV,ExpressJet Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",23,6,5.93,0,0,0,0.07,0,0,634,622,0,0,0,12
2017,10,EV,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",771,127,34.42,0.03,33.43,0,59.12,15,0,10726,4607,2,1657,0,4460
2017,10,EV,ExpressJet Airlines Inc.,CLL,"College Station/Bryan, TX: Easterwood Field",120,15,5.68,0,0.14,0,9.17,0,0,1512,880,0,12,0,620
2017,10,EV,ExpressJet Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",264,61,24.21,0,13.6,0,23.18,3,0,4892,2183,0,665,0,2044
2017,10,EV,ExpressJet Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",115,12,5.06,0.94,3.76,0,2.24,2,2,750,339,61,200,0,150
2017,10,EV,ExpressJet Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",47,6,1.7,1,2.59,0,0.71,0,1,394,116,132,75,0,71
2017,10,EV,ExpressJet Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",60,5,0.51,0.74,1.21,0,2.53,0,0,270,41,28,57,0,144
2017,10,EV,ExpressJet Airlines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",28,2,0,0.92,1,0,0.08,0,0,61,0,33,25,0,3
2017,10,EV,ExpressJet Airlines Inc.,CSG,"Columbus, GA: Columbus Airport",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,EV,ExpressJet Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",48,18,7.8,0,2.57,0,7.63,3,0,1491,736,0,111,0,644
2017,10,EV,ExpressJet Airlines Inc.,CWA,"Mosinee, WI: Central Wisconsin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,EV,ExpressJet Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",102,9,1.94,0,1.27,0,5.79,2,0,670,190,0,44,0,436
2017,10,EV,ExpressJet Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",325,63,18.1,0,21.79,0,23.11,7,1,3840,1488,0,1027,0,1325
2017,10,EV,ExpressJet Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",927,142,43.01,0,21.64,0,77.35,3,1,13026,6869,0,803,0,5354
2017,10,EV,ExpressJet Airlines Inc.,DHN,"Dothan, AL: Dothan Regional",52,5,2.03,0,1.15,0,1.82,0,0,522,300,0,47,0,175
2017,10,EV,ExpressJet Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",83,12,4.14,0,3.44,0,4.41,3,1,673,352,0,105,0,216
2017,10,EV,ExpressJet Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",426,70,23.8,0,9.09,0,37.11,7,0,6880,2863,0,230,0,3787
2017,10,EV,ExpressJet Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",61,4,2.61,0,0.05,0,1.33,0,0,374,260,0,6,0,108
2017,10,EV,ExpressJet Airlines Inc.,ELP,"El Paso, TX: El Paso International",34,2,0.88,0,1,0,0.12,0,0,164,57,0,99,0,8
2017,10,EV,ExpressJet Airlines Inc.,ERI,"Erie, PA: Erie International/Tom Ridge Field",8,1,0,0,1,0,0,0,0,17,0,0,17,0,0
2017,10,EV,ExpressJet Airlines Inc.,EVV,"Evansville, IN: Evansville Regional",57,10,2.06,0,3.47,0,4.47,0,0,413,131,0,91,0,191
2017,10,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2028,566,43.31,2.27,401.72,0,118.7,76,2,45902,6851,170,30540,0,8341
2017,10,EV,ExpressJet Airlines Inc.,FAR,"Fargo, ND: Hector International",43,5,2.97,0,1,0,1.03,0,0,380,189,0,44,0,147
2017,10,EV,ExpressJet Airlines Inc.,FNT,"Flint, MI: Bishop International",17,3,0,0,2,0,1,1,0,91,0,0,57,0,34
2017,10,EV,ExpressJet Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",52,13,4.18,0.9,4.47,0,3.45,0,0,1571,1039,19,279,0,234
2017,10,EV,ExpressJet Airlines Inc.,FSM,"Fort Smith, AR: Fort Smith Regional",150,23,13.22,0,1.98,0,7.8,0,0,2059,1466,0,127,0,466
2017,10,UA,United Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",452,31,5.76,0.98,9.2,0,15.05,3,0,2197,609,51,261,0,1276
2017,10,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",84,9,3.24,0,3.42,0,2.34,0,0,517,167,0,73,0,277
2017,10,UA,United Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",102,14,5.52,0,4.63,0,3.85,0,0,713,370,0,124,0,219
2017,10,UA,United Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",64,13,3.21,0,4,0,5.79,0,0,529,173,0,98,0,258
2017,10,UA,United Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",487,46,15.11,3.11,18.14,0,9.65,0,1,2182,731,311,477,0,663
2017,10,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",5331,498,149.23,13.13,153.69,0,181.96,3,19,31054,10912,964,5157,0,14021
2017,10,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",546,51,13.77,1.97,12.99,0,22.28,1,0,2542,656,142,489,0,1255
2017,10,UA,United Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",96,9,3.18,0.16,2.86,0,2.8,1,0,487,181,16,80,0,210
2017,10,UA,United Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",183,23,5.42,0,7.61,0,9.98,0,0,1235,311,0,247,0,677
2017,10,UA,United Air Lines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",149,20,3.9,0.03,8.67,0,7.4,3,1,1359,163,19,243,0,934
2017,10,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4650,999,139.12,20.59,676.56,0,162.73,34,4,74314,11404,2691,45773,0,14446
2017,10,UA,United Air Lines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",31,7,2.31,0,0.56,0,4.13,0,0,479,96,0,32,0,351
2017,10,UA,United Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",476,60,16.05,0.9,18.2,0,24.84,1,0,2894,757,57,545,0,1535
2017,10,UA,United Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",60,4,0.96,0.29,1.71,0,1.04,0,2,132,25,6,43,0,58
2017,10,UA,United Air Lines Inc.,GEG,"Spokane, WA: Spokane International",93,17,4.81,0.08,4.46,0,7.66,0,0,921,216,7,117,0,581
2017,10,UA,United Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",58,9,2.07,1,2.07,0,3.86,0,0,473,62,191,48,0,172
2017,10,UA,United Air Lines Inc.,GUM,"Guam, TT: Guam International",31,1,0,0,1,0,0,0,0,17,0,0,17,0,0
2017,10,UA,United Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",400,76,36.33,2.13,28.11,0,9.43,0,1,3694,2001,117,933,0,643
2017,10,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",1940,146,43.31,4.01,36.27,0,62.41,5,0,10325,3472,521,1141,0,5191
2017,10,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",4674,428,124.71,7.09,158.83,0,137.37,10,10,26512,7068,1012,6765,0,11667
2017,10,UA,United Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",31,4,2.37,0,0,0,1.63,0,0,155,89,0,0,0,66
2017,10,UA,United Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",100,18,4.24,0.05,5.52,0,8.18,0,0,1106,337,7,151,0,611
2017,10,UA,United Air Lines Inc.,ITO,"Hilo, HI: Hilo International",26,3,1,0,2,0,0,0,0,63,19,0,44,0,0
2017,10,UA,United Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",66,3,1.79,0,0.27,0,0.94,0,0,139,74,0,14,0,51
2017,10,UA,United Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",65,3,1,0,1,0,1,0,0,134,16,0,78,0,40
2017,10,UA,United Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",97,19,11.82,0,3,0,4.18,0,1,852,406,0,131,0,315
2017,10,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1168,163,31.64,5.88,61.84,0,63.63,2,3,9210,1650,499,2564,0,4497
2017,10,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2312,321,76.14,10.92,147.57,0,86.37,2,6,17561,4763,729,5229,0,6840
2017,10,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",837,161,24.88,3.82,107.59,0,24.71,3,5,12488,1243,262,8946,0,2037
2017,10,UA,United Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",90,14,3.67,0,2.96,0,7.37,0,1,1108,249,0,84,0,775
2017,10,UA,United Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",153,19,7.8,0.98,3.85,0,6.37,0,0,871,325,96,156,0,294
2017,10,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",947,96,30.18,1.29,26.17,0,38.37,1,1,5299,1308,130,1041,0,2820
2017,10,UA,United Air Lines Inc.,MDT,"Harrisburg, PA: Harrisburg International",57,10,1.14,1,2.63,0,5.23,0,0,1186,46,836,46,0,258
2017,10,UA,United Air Lines Inc.,MEM,"Memphis, TN: Memphis International",81,6,0.8,0.66,1.34,0,3.2,0,0,142,23,21,27,0,71
2017,10,UA,United Air Lines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",63,6,1,0.58,1.42,0,3,0,0,264,71,47,69,0,77
2017,10,UA,United Air Lines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",69,9,3.04,0,0.26,0,5.7,0,0,599,102,0,9,0,488
2017,10,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",321,49,13.53,2.06,16.31,0,17.09,1,1,2775,811,204,535,0,1225
2017,10,UA,United Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",54,9,3.83,0,3.23,0,1.94,0,0,287,136,0,81,0,70
2017,10,UA,United Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",110,12,1.59,0.23,2.83,0,7.34,0,0,679,106,34,120,0,419
2017,10,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",363,38,7.33,1,10.37,0,19.3,0,1,2458,282,260,405,0,1511
2017,10,UA,United Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",465,55,20.98,1.77,9.99,0,22.26,0,0,3131,865,122,428,0,1716
2017,10,UA,United Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",31,2,2,0,0,0,0,0,0,91,91,0,0,0,0
2017,10,UA,United Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",196,35,13.2,0.76,10.66,0,10.39,0,0,1612,568,34,294,0,716
2017,10,UA,United Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,UA,United Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",185,26,8.04,1,6.29,0,10.67,0,0,1666,771,75,239,0,581
2017,10,UA,United Air Lines Inc.,ONT,"Ontario, CA: Ontario International",58,3,1.7,0,0,0,1.3,0,0,93,50,0,0,0,43
2017,10,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6961,760,176.33,10.29,326.89,0,246.49,18,13,54218,14159,1410,17313,0,21336
2017,10,UA,United Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",97,8,4.49,0,1.67,0,1.84,0,0,427,272,0,43,0,112
2017,10,UA,United Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",171,24,10.26,0.11,6.61,0,7.02,2,0,1262,491,8,274,0,489
2017,10,UA,United Air Lines Inc.,PDX,"Portland, OR: Portland International",678,87,24.65,2.74,22.96,0,36.66,2,1,5327,1554,300,767,0,2706
2017,10,UA,United Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",406,56,16.64,1.34,22.28,0,15.74,0,0,2998,869,104,824,0,1201
2017,10,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",620,79,26.68,2.49,22.19,0,27.64,0,0,4570,1247,184,595,0,2544
2017,10,UA,United Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",202,17,3.86,0.55,7.22,0,5.36,0,0,564,181,17,155,0,211
2017,10,UA,United Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",105,11,2.12,0,2.23,0,6.65,0,0,871,265,0,57,0,549
2017,10,UA,United Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",28,2,0.19,0,0,0,1.81,0,0,38,3,0,0,0,35
2017,10,UA,United Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",317,50,13.03,0.04,14,0,22.93,1,1,3228,763,4,576,0,1885
2017,10,UA,United Air Lines Inc.,RIC,"Richmond, VA: Richmond International",58,7,2.15,0,2.05,0,2.79,0,0,303,85,0,70,0,148
2017,10,UA,United Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",144,20,7.76,0,6.28,0,5.96,0,0,1208,583,0,209,0,416
2017,10,UA,United Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",58,8,2.08,1,0.49,0,4.43,0,0,390,114,117,36,0,123
2017,10,UA,United Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",178,22,8.42,0.55,4.89,0,8.14,0,0,1025,420,12,179,0,414
2017,10,UA,United Air Lines Inc.,SAN,"San Diego, CA: San Diego International",903,118,31.81,4.54,30.33,0,51.31,5,0,6298,1397,671,932,0,3298
2017,10,UA,United Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",231,17,9.2,1.66,3.01,0,3.13,0,0,808,454,121,107,0,126
2017,10,UA,United Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",65,14,2.46,0.08,0.36,0,11.11,0,0,1211,156,6,31,0,1018
2017,10,UA,United Air Lines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",65,11,2.38,1,0.21,0,7.41,1,2,698,184,16,14,0,484
2017,10,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",892,154,32.32,5.73,66.14,0,49.8,2,2,9306,2186,282,2496,0,4342
2017,10,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",5428,1137,160.08,15.19,720.09,0.22,241.43,24,5,96967,11545,895,63440,8,21079
2017,10,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",197,25,6.02,3.43,8.79,0,6.75,0,0,1459,384,447,255,0,373
2017,10,UA,United Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",79,23,10.82,1,7.87,0,3.31,5,0,1552,613,44,341,0,554
2017,10,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",133,23,7.03,0.69,6.29,0,9,0,0,981,332,24,204,0,421
2017,10,UA,United Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",324,52,15.28,1.83,16.13,0,18.76,0,0,3542,988,65,579,0,1910
2017,10,UA,United Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",554,63,21.36,4.09,16.21,0,21.34,2,1,3208,1171,235,654,0,1148
2017,10,UA,United Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",32,11,4.4,0,2.33,0,4.27,0,0,1063,353,0,114,0,596
2017,10,UA,United Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",28,2,2,0,0,0,0,0,0,49,49,0,0,0,0
2017,10,UA,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",509,64,16.27,2.5,14.49,0,30.73,2,0,3493,895,154,461,0,1983
2017,10,UA,United Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",53,6,1.49,0,1.23,0,3.27,0,0,349,97,0,75,0,177
2017,10,UA,United Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,UA,United Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson",31,4,2.21,0,0.61,0,1.18,0,0,370,122,0,138,0,110
2017,10,VX,Virgin America,AUS,"Austin, TX: Austin - Bergstrom International",58,10,1.36,0,1.7,0,6.94,1,0,818,199,0,72,0,547
2017,10,VX,Virgin America,BNA,"Nashville, TN: Nashville International",31,5,1.33,0,0.32,0,3.35,0,0,242,74,0,12,0,156
2017,10,VX,Virgin America,BOS,"Boston, MA: Logan International",169,28,6.29,0,9.27,0,12.44,0,0,2262,616,0,632,0,1014
2017,10,VX,Virgin America,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",16,2,0.11,0,1.89,0,0,0,0,42,3,0,39,0,0
2017,10,VX,Virgin America,DAL,"Dallas, TX: Dallas Love Field",293,50,10.85,0.57,11.16,0,27.43,2,1,2780,604,37,277,0,1862
2017,10,VX,Virgin America,DCA,"Washington, DC: Ronald Reagan Washington National",115,39,14.73,1,6.79,0.65,15.83,0,0,1982,846,19,191,15,911
2017,10,VX,Virgin America,DEN,"Denver, CO: Denver International",89,20,3.1,0.73,2.88,0,13.29,1,0,1592,300,16,156,0,1120
2017,10,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",232,66,14.44,0.1,36.32,0,15.14,4,0,4159,1149,4,2088,0,918
2017,10,VX,Virgin America,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",88,13,6.69,0,4.17,0,2.14,0,0,370,216,0,92,0,62
2017,10,VX,Virgin America,HNL,"Honolulu, HI: Daniel K Inouye International",62,25,7.06,1.9,6.47,0,9.57,0,0,966,363,46,180,0,377
